requirement_text,label
The portal shall allow administrators to compare two or more files.,Functional
The platform should allow students to close a resolved support ticket.,Functional
The service shall session-timeout inactive users after 500 minutes of inactivity.,Non-Functional
The website must allow managers to schedule an appointment with a employee.,Functional
The platform should allow managers to update the quantity of a books in stock.,Functional
"The system shall be available 24% of the time, excluding scheduled maintenance.",Non-Functional
The website should allow sellers to add comments to a task.,Functional
The software must allow managers to assign a task to a administrator.,Functional
The website shall permit buyers to revoke access permissions from a auditor.,Functional
The software should allow supervisors to revoke access permissions from a manager.,Functional
The software shall permit supervisors to send a message to another customer.,Functional
The software must allow buyers to receive a notification when an order is shipped.,Functional
The software shall support seamless integration with third-party payment gateways.,Non-Functional
The application shall enable students to add a new orders to the inventory.,Functional
The platform shall support internationalization for at least 99.9 languages.,Non-Functional
The website shall handle at least 2 transactions per second during peak load.,Non-Functional
The mobile app shall support at least 99 concurrent users without performance degradation.,Non-Functional
The system shall support at least 100 concurrent users without performance degradation.,Non-Functional
The application should allow managers to add multiple items to a wishlist.,Functional
The mobile app shall support internationalization for at least 100 languages.,Non-Functional
The mobile app must allow users to make a payment using a credit card.,Functional
The system shall enable administrators to delete a courses from the catalog.,Functional
The platform shall session-timeout inactive users after 99 minutes of inactivity.,Non-Functional
The system must allow administrators to receive a notification when an order is shipped.,Functional
The software shall allow operators to receive a notification when a payment is received.,Functional
The mobile app shall allow supervisors to sort books by price.,Functional
The platform shall enable sellers to view frequently asked questions.,Functional
The platform shall support internationalization for at least 100 languages.,Non-Functional
The service must allow buyers to submit feedback about the system.,Functional
The system shall permit users to generate a monthly summary report.,Functional
The platform should allow auditors to search for appointments using keywords.,Functional
The website shall enable auditors to close a resolved support ticket.,Functional
The portal shall enable customers to cancel an existing order.,Functional
The website must allow buyers to unsubscribe from email notifications.,Functional
The system shall enable students to sort rooms by price.,Functional
The software shall automatically back up data every 500 hours.,Non-Functional
The application shall permit buyers to search for courses using keywords.,Functional
The website shall enable administrators to submit a support ticket.,Functional
The mobile app shall session-timeout inactive users after 99 minutes of inactivity.,Non-Functional
The website must allow students to rate a rooms on a scale of 1 to 5.,Functional
The website shall automatically back up data every 5 hours.,Non-Functional
The software should allow sellers to share a medicines on social media.,Functional
The website shall respond to user requests within 30 seconds under normal load.,Non-Functional
The service shall enable supervisors to view a dashboard with key metrics.,Functional
The mobile app shall allow customers to receive a notification when the stock is low.,Functional
The software shall respond to user requests within 1000 seconds under normal load.,Non-Functional
The portal shall permit managers to cancel an existing order.,Functional
The portal should allow operators to update their profile information.,Functional
"The service shall be available 90% of the time, excluding scheduled maintenance.",Non-Functional
The software must allow patients to generate an invoice after purchase.,Functional
The mobile app shall allow managers to revoke access permissions from a seller.,Functional
The service shall enable operators to place an order for selected files.,Functional
The website shall support internationalization for at least 1000 languages.,Non-Functional
The website shall limit file upload size to 50 MB to prevent abuse.,Non-Functional
The software should allow employees to restore a previously deactivated account.,Functional
The mobile app shall enable students to remove books from the shopping cart.,Functional
The application must allow managers to add a new appointments to the inventory.,Functional
The service shall respond to user requests within 90 seconds under normal load.,Non-Functional
The system must allow doctors to track the status of an order.,Functional
The application should allow administrators to close a resolved support ticket.,Functional
The mobile app must allow patients to enable two-factor authentication.,Functional
The system should allow administrators to revoke access permissions from a buyer.,Functional
The application shall enable buyers to assign a task to a agent.,Functional
The website must allow administrators to deactivate their account.,Functional
The software shall allow students to view order history.,Functional
The mobile app must allow sellers to receive a notification when the stock is low.,Functional
The service must allow auditors to make a payment using a digital wallet.,Functional
The platform should allow students to reset application settings to default.,Functional
The service shall allow administrators to remove services from the shopping cart.,Functional
The portal shall provide clear error messages when an operation fails.,Non-Functional
The software shall enable operators to reset their password via email verification.,Functional
The mobile app shall permit sellers to update their profile information.,Functional
The service shall enable agents to change their account password.,Functional
The website shall automatically back up data every 200 hours.,Non-Functional
The platform should allow auditors to delete a books from the catalog.,Functional
The platform must allow guests to log out of the session securely.,Functional
The platform must allow doctors to remove products from the shopping cart.,Functional
The website shall recover from a system failure within 500 minutes.,Non-Functional
The portal shall support at least 2 concurrent users without performance degradation.,Non-Functional
The website shall permit guests to cancel a scheduled appointment.,Functional
The mobile app shall enable customers to update their profile information.,Functional
The platform should allow users to create a new project.,Functional
The platform shall respond to user requests within 3 seconds under normal load.,Non-Functional
The service shall enable guests to apply a discount coupon at checkout.,Functional
"The service shall be available 10% of the time, excluding scheduled maintenance.",Non-Functional
The platform shall session-timeout inactive users after 2 minutes of inactivity.,Non-Functional
The software should allow agents to generate a monthly summary report.,Functional
The application must allow doctors to make a payment using a digital wallet.,Functional
The website should allow students to filter reports by category.,Functional
The website shall allow administrators to reset application settings to default.,Functional
The software shall recover from a system failure within 60 minutes.,Non-Functional
The website shall allow administrators to filter vehicles by category.,Functional
The website must allow doctors to sort files by price.,Functional
The mobile app shall allow employees to make a payment using a credit card.,Functional
The software should allow guests to restore a previously deactivated account.,Functional
The mobile app shall permit customers to chat with a support agent in real time.,Functional
The platform shall enable employees to grant role-based access to a supervisor.,Functional
The service shall allow administrators to cancel an existing order.,Functional
The service should allow customers to upload a profile picture.,Functional
The platform shall permit employees to generate an invoice after purchase.,Functional
The application must allow administrators to cancel a scheduled appointment.,Functional
The service shall permit managers to add courses to the shopping cart.,Functional
The service should allow agents to upload a profile picture.,Functional
The mobile app shall enable customers to add a new vehicles to the inventory.,Functional
The software shall respond to user requests within 10 seconds under normal load.,Non-Functional
